5.930232e+01 -1.013925e+01 1.894785e+01 7.373001e+02	1.084762e+01 2.104839e-01
6.143557e+01 -1.202374e+01 1.867709e+01 7.648540e+02	1.515407e+01 5.621800e-02
6.424571e+01 -6.333061e+00 1.834019e+01 7.999324e+02	9.828549e+00 2.772664e-01
6.057837e+01 -6.278709e+00 1.880672e+01 7.529456e+02	6.910295e+00 5.463414e-01
5.758647e+01 -7.676554e+00 1.841967e+01 7.138771e+02	1.281191e+01 1.184871e-01
6.320717e+01 -5.268004e+00 1.880671e+01 7.864604e+02	1.101500e+01 2.008505e-01
6.263699e+01 -9.498228e+00 1.860254e+01 7.790848e+02	5.561407e+00 6.962275e-01
6.145793e+01 -1.314410e+01 1.875931e+01 7.632542e+02	6.927311e+00 5.444953e-01
6.364174e+01 -1.063985e+01 1.885660e+01 7.900912e+02	1.227367e+01 1.394047e-01
5.723585e+01 -9.243988e+00 1.850543e+01 7.093859e+02	1.422272e+01 7.614183e-02
6.346145e+01 -1.189318e+01 1.871291e+01 7.880391e+02	1.094363e+01 2.049135e-01
6.065558e+01 -1.247896e+01 1.875411e+01 7.539350e+02	4.761474e+00 7.827393e-01
6.342284e+01 -5.869944e+00 1.843436e+01 7.883189e+02	4.036743e+00 8.537933e-01
6.057684e+01 -1.044362e+01 1.850567e+01 7.530223e+02	4.410600e+00 8.183093e-01
5.760895e+01 -1.315623e+01 1.837887e+01 7.146471e+02	1.096122e+01 2.039063e-01
6.101101e+01 -1.063505e+01 1.853875e+01 7.584115e+02	4.212103e+00 8.374976e-01
6.421029e+01 -3.695776e+00 1.833672e+01 7.974334e+02	9.304916e+00 3.172302e-01
6.426055e+01 -5.251714e+00 1.876999e+01 7.976296e+02	1.211471e+01 1.461589e-01
6.420612e+01 -5.285372e+00 1.857872e+01 7.983759e+02	4.296778e+00 8.294037e-01
6.151791e+01 -1.153949e+01 1.867534e+01 7.649610e+02	5.236744e+00 7.319988e-01
6.133478e+01 -9.077641e+00 1.865658e+01 7.608805e+02	1.414431e+01 7.808069e-02
6.441368e+01 -9.420318e+00 1.852666e+01 8.009619e+02	4.094686e+00 8.484810e-01
6.234194e+01 -7.507742e+00 1.843299e+01 7.741838e+02	7.202294e+00 5.149724e-01
6.394107e+01 -1.321872e+01 1.871477e+01 7.948978e+02	5.121342e+00 7.445317e-01
6.265035e+01 -4.769622e+00 1.879574e+01 7.783487e+02	4.645819e+00 7.946733e-01
6.139677e+01 -1.055912e+01 1.842930e+01 7.634910e+02	4.632255e+00 7.960602e-01
5.987315e+01 -8.160994e+00 1.831777e+01 7.433222e+02	6.500191e+00 5.913865e-01
6.346537e+01 -5.850439e+00 1.869937e+01 7.896677e+02	9.009207e+00 3.415198e-01
5.786825e+01 -6.616994e+00 1.849919e+01 7.193341e+02	1.037567e+01 2.396420e-01
6.001699e+01 -1.327945e+01 1.878420e+01 7.469120e+02	1.462302e+01 6.690358e-02
6.130734e+01 -5.547308e+00 1.858480e+01 7.624231e+02	7.911829e+00 4.421301e-01
6.007136e+01 -5.280582e+00 1.837963e+01 7.470945e+02	9.227092e+00 3.235026e-01
5.913544e+01 -7.754728e+00 1.897675e+01 7.346363e+02	6.915018e+00 5.458288e-01
6.302098e+01 -8.669420e+00 1.858470e+01 7.823743e+02	1.067370e+01 2.208822e-01
5.774021e+01 -8.428421e+00 1.855145e+01 7.180262e+02	1.438616e+01 7.223913e-02
